Team,Week,Opponent,Home_Away,Location
Michigan,12,Ohio State,Home,vs
Michigan State,1,Western Michigan,Home,vs
Michigan State,2,Boston College,Home,vs
Michigan State,3,Youngstown State,Home,vs
Michigan State,4,USC,Away,@
Michigan State,5,Nebraska,Away,@
Michigan State,6,UCLA,Home,vs
Michigan State,7,Indiana,Away,@
Michigan State,8,Michigan,Home,vs
Michigan State,9,Minnesota,Away,@
Michigan State,10,Penn State,Home,vs
Michigan State,11,Iowa,Away,@
Michigan State,12,Maryland,Home,vs
Middle Tennessee,1,Austin Peay,Home,vs
Middle Tennessee,2,Wisconsin,Away,@
Middle Tennessee,3,Nevada,Away,@
Middle Tennessee,4,Marshall,Home,vs
Middle Tennessee,5,Kennesaw State,Away,@
Middle Tennessee,6,Missouri State,Home,vs
Middle Tennessee,7,Delaware,Away,@
Middle Tennessee,8,Jacksonville State,Home,vs
Middle Tennessee,9,Florida International,Home,vs
Middle Tennessee,10,Western Kentucky,Away,@
Middle Tennessee,11,Sam Houston,Home,vs
Middle Tennessee,12,New Mexico State,Away,@
Minnesota,1,Buffalo,Home,vs
Minnesota,2,Northwestern State,Home,vs
Minnesota,3,California,Away,@
Minnesota,4,Rutgers,Home,vs
Minnesota,5,Ohio State,Away,@
Minnesota,6,Purdue,Home,vs
Minnesota,7,Nebraska,Home,vs
Minnesota,8,Iowa,Away,@
Minnesota,9,Michigan State,Home,vs
Minnesota,10,Oregon,Away,@
Minnesota,11,Northwestern,Away,@
Minnesota,12,Wisconsin,Home,vs
Mississippi,1,Georgia State,Home,vs
Mississippi,2,Kentucky,Away,@
Mississippi,3,Arkansas,Home,vs
Mississippi,4,Tulane,Home,vs
Mississippi,5,LSU,Home,vs
Mississippi,6,Washington State,Home,vs
Mississippi,7,Georgia,Away,@
Mississippi,8,Oklahoma,Away,@
Mississippi,9,South Carolina,Home,vs
Mississippi,10,The Citadel,Home,vs
Mississippi,11,Florida,Home,vs
Mississippi,12,Mississippi State,Away,@
Mississippi State,1,Southern Miss,Away,@
Mississippi State,2,Arizona State,Home,vs
Mississippi State,3,Alcorn State,Home,vs
Mississippi State,4,Northern Illinois,Home,vs
Mississippi State,5,Tennessee,Home,vs
Mississippi State,6,Texas A&M,Away,@
Mississippi State,7,Florida,Away,@
Mississippi State,8,Texas,Home,vs
Mississippi State,9,Arkansas,Away,@
Mississippi State,10,Georgia,Home,vs
Mississippi State,11,Missouri,Away,@
Mississippi State,12,Ole Miss,Home,vs
Missouri,1,Central Arkansas,Home,vs
Missouri,2,Kansas,Home,vs
Missouri,3,Louisiana,Home,vs
Missouri,4,South Carolina,Home,vs
Missouri,5,Massachusetts,Home,vs
Missouri,6,Alabama,Home,vs
Missouri,7,Auburn,Away,@
Missouri,8,Vanderbilt,Away,@
Missouri,9,Texas A&M,Home,vs
Missouri,10,Mississippi State,Home,vs
Missouri,11,Oklahoma,Away,@
Missouri,12,Arkansas,Away,@
NC State,1,East Carolina,Home,vs
NC State,2,Virginia,Home,vs
NC State,3,Wake Forest,Away,@
NC State,4,Duke,Away,@
NC State,5,Virginia Tech,Home,vs
NC State,6,Campbell,Home,vs
NC State,7,Notre Dame,Away,@
NC State,8,Pittsburgh,Away,@
NC State,9,Georgia Tech,Home,vs
NC State,10,Miami,Away,@
NC State,11,Florida State,Home,vs
NC State,12,North Carolina,Home,vs
Navy,1,VMI,Home,vs
Navy,2,UAB,Home,vs
Navy,3,Tulsa,Away,@
Navy,4,Rice,Home,vs
Navy,5,Air Force,Home,vs
Navy,6,Temple,Away,@
Navy,7,Florida Atlantic,Home,vs
Navy,8,North Texas,Away,@
Navy,9,Notre Dame,Away,@
Navy,10,South Florida,Home,vs
Navy,11,Memphis,Away,@
Navy,12,Army,Home,vs
Nebraska,1,Cincinnati,Home,vs
Nebraska,2,Akron,Home,vs
Nebraska,3,Houston Christian,Home,vs
Nebraska,4,Michigan,Home,vs
Nebraska,5,Michigan State,Home,vs
Nebraska,6,Maryland,Away,@
Nebraska,7,Minnesota,Away,@
Nebraska,8,Northwestern,Home,vs
Nebraska,9,USC,Home,vs
Nebraska,10,UCLA,Away,@
Nebraska,11,Penn State,Away,@
Nebraska,12,Iowa,Home,vs
Nevada,1,Penn State,Away,@
Nevada,2,Sacramento State,Home,vs
Nevada,3,Middle Tennessee,Home,vs
Nevada,4,Western Kentucky,Away,@
Nevada,5,Fresno State,Away,@
Nevada,6,San Diego State,Home,vs
Nevada,7,New Mexico,Away,@
Nevada,8,Boise State,Home,vs
Nevada,9,Utah State,Away,@
Nevada,10,San José State,Home,vs
Nevada,11,Wyoming,Away,@
Nevada,12,UNLV,Home,vs
New Mexico,1,Michigan,Away,@
New Mexico,2,Idaho State,Home,vs
New Mexico,3,UCLA,Away,@
New Mexico,4,New Mexico State,Home,vs
New Mexico,5,San José State,Away,@
New Mexico,6,Boise State,Away,@
New Mexico,7,Nevada,Home,vs
New Mexico,8,Utah State,Home,vs
New Mexico,9,UNLV,Away,@
New Mexico,10,Colorado State,Home,vs
New Mexico,11,Air Force,Away,@
New Mexico,12,San Diego State,Home,vs
New Mexico State,1,Bryant,Home,vs
New Mexico State,2,Tulsa,Home,vs
New Mexico State,3,Louisiana Tech,Away,@
New Mexico State,4,New Mexico,Away,@
New Mexico State,5,Sam Houston,Home,vs
New Mexico State,6,Liberty,Away,@
New Mexico State,7,Missouri State,Home,vs
New Mexico State,8,Western Kentucky,Away,@
New Mexico State,9,Kennesaw State,Home,vs
New Mexico State,10,Tennessee,Away,@
New Mexico State,11,UTEP,Away,@
New Mexico State,12,Middle Tennessee,Home,vs
North Carolina,1,TCU,Home,vs
North Carolina,2,Charlotte,Away,@
North Carolina,3,Richmond,Home,vs
North Carolina,4,UCF,Away,@
North Carolina,5,Clemson,Home,vs
North Carolina,6,California,Away,@
North Carolina,7,Virginia,Home,vs
North Carolina,8,Syracuse,Away,@
North Carolina,9,Stanford,Home,vs
North Carolina,10,Wake Forest,Away,@
North Carolina,11,Duke,Home,vs
North Carolina,12,NC State,Away,@
North Texas,1,Lamar,Home,vs
North Texas,2,Western Michigan,Away,@
North Texas,3,Washington State,Home,vs
North Texas,4,Army,Away,@
North Texas,5,South Alabama,Home,vs
North Texas,6,South Florida,Home,vs
North Texas,7,UTSA,Home,vs
North Texas,8,Charlotte,Away,@
North Texas,9,Navy,Home,vs
North Texas,10,UAB,Away,@
North Texas,11,Rice,Away,@
North Texas,12,Temple,Home,vs
Northern Illinois,1,Holy Cross,Home,vs
Northern Illinois,2,Maryland,Away,@
Northern Illinois,3,Mississippi State,Away,@
Northern Illinois,4,San Diego State,Home,vs
Northern Illinois,5,Miami (OH),Home,vs
Northern Illinois,6,Eastern Michigan,Away,@
Northern Illinois,7,Ohio,Away,@
Northern Illinois,8,Ball State,Home,vs
Northern Illinois,9,Toledo,Away,@
Northern Illinois,10,Massachusetts,Away,@
Northern Illinois,11,Western Michigan,Home,vs
Northern Illinois,12,Kent State,Home,vs
Northwestern,1,Tulane,Away,@
Northwestern,2,Western Illinois,Home,vs
Northwestern,3,Oregon,Home,vs
Northwestern,4,UCLA,Home,vs
Northwestern,5,UL Monroe,Home,vs
Northwestern,6,Penn State,Away,@
Northwestern,7,Purdue,Home,vs
Northwestern,8,Nebraska,Away,@
Northwestern,9,USC,Away,@
Northwestern,10,Michigan,Home,vs
Northwestern,11,Minnesota,Home,vs
Northwestern,12,Illinois,Away,@
Notre Dame,1,Miami,Away,@
Notre Dame,2,Texas A&M,Home,vs
Notre Dame,3,Purdue,Home,vs
Notre Dame,4,Arkansas,Away,@
Notre Dame,5,Boise State,Home,vs
Notre Dame,6,NC State,Home,vs
Notre Dame,7,USC,Home,vs
Notre Dame,8,Boston College,Away,@
Notre Dame,9,Navy,Home,vs
Notre Dame,10,Pittsburgh,Away,@
Notre Dame,11,Syracuse,Home,vs
Notre Dame,12,Stanford,Away,@
Ohio,1,Rutgers,Away,@
Ohio,2,West Virginia,Home,vs
Ohio,3,Ohio State,Away,@
Ohio,4,Gardner-Webb,Home,vs
Ohio,5,Bowling Green,Home,vs
Ohio,6,Ball State,Away,@
Ohio,7,Northern Illinois,Home,vs
Ohio,8,Eastern Michigan,Away,@
Ohio,9,Miami (OH),Home,vs
Ohio,10,Western Michigan,Away,@
Ohio,11,Massachusetts,Home,vs
Ohio,12,Buffalo,Away,@
Ohio State,1,Texas,Home,vs
Ohio State,2,Grambling,Home,vs
Ohio State,3,Ohio,Home,vs
Ohio State,4,Washington,Away,@
Ohio State,5,Minnesota,Home,vs
Ohio State,6,Illinois,Away,@
Ohio State,7,Wisconsin,Away,@
Ohio State,8,Penn State,Home,vs
Ohio State,9,Purdue,Away,@
Ohio State,10,UCLA,Home,vs
Ohio State,11,Rutgers,Home,vs
Ohio State,12,Michigan,Away,@
Oklahoma,1,Illinois State,Home,vs
Oklahoma,2,Michigan,Home,vs
Oklahoma,3,Temple,Away,@
Oklahoma,4,Auburn,Home,vs
Oklahoma,5,Kent State,Home,vs
Oklahoma,6,Texas,Home,vs
Oklahoma,7,South Carolina,Away,@
Oklahoma,8,Ole Miss,Home,vs
Oklahoma,9,Tennessee,Away,@
Oklahoma,10,Alabama,Away,@
Oklahoma,11,Missouri,Home,vs
Oklahoma,12,LSU,Home,vs
Oklahoma State,1,UT Martin,Home,vs
Oklahoma State,2,Oregon,Away,@
Oklahoma State,3,Tulsa,Home,vs
Oklahoma State,4,Baylor,Home,vs
Oklahoma State,5,Arizona,Away,@
Oklahoma State,6,Houston,Home,vs
Oklahoma State,7,Cincinnati,Home,vs
Oklahoma State,8,Texas Tech,Away,@
Oklahoma State,9,Kansas,Away,@
Oklahoma State,10,Kansas State,Home,vs
Oklahoma State,11,UCF,Away,@
Oklahoma State,12,Iowa State,Home,vs
Old Dominion,1,Indiana,Away,@
Old Dominion,2,North Carolina Central,Home,vs
Old Dominion,3,Virginia Tech,Away,@
Old Dominion,4,Liberty,Home,vs
Old Dominion,5,Coastal Carolina,Home,vs
Old Dominion,6,Marshall,Away,@
Old Dominion,7,James Madison,Away,@
Old Dominion,8,App State,Home,vs
Old Dominion,9,UL Monroe,Away,@
Old Dominion,10,Troy,Home,vs
Old Dominion,11,Georgia Southern,Away,@
Old Dominion,12,Georgia State,Home,vs
Oregon,1,Montana State,Home,vs
Oregon,2,Oklahoma State,Home,vs
Oregon,3,Northwestern,Away,@
Oregon,4,Oregon State,Home,vs
Oregon,5,Penn State,Away,@
Oregon,6,Indiana,Home,vs
Oregon,7,Rutgers,Away,@
Oregon,8,Wisconsin,Home,vs
Oregon,9,Iowa,Away,@
Oregon,10,Minnesota,Home,vs
Oregon,11,USC,Home,vs
Oregon,12,Washington,Away,@
Penn State,1,Nevada,Home,vs
Penn State,2,Florida International,Home,vs
Penn State,3,Villanova,Home,vs
Penn State,4,Oregon,Home,vs
Penn State,5,UCLA,Away,@
Penn State,6,Northwestern,Home,vs
Penn State,7,Iowa,Away,@
Penn State,8,Ohio State,Away,@
Penn State,9,Indiana,Home,vs
Penn State,10,Michigan State,Away,@
Penn State,11,Nebraska,Home,vs
Penn State,12,Rutgers,Away,@
Pittsburgh,1,Duquesne,Home,vs
Pittsburgh,2,Central Michigan,Home,vs
Pittsburgh,3,West Virginia,Away,@
Pittsburgh,4,Louisville,Home,vs
Pittsburgh,5,Boston College,Home,vs
Pittsburgh,6,Florida State,Away,@
Pittsburgh,7,Syracuse,Away,@
Pittsburgh,8,NC State,Home,vs
Pittsburgh,9,Stanford,Away,@
Pittsburgh,10,Notre Dame,Home,vs
Pittsburgh,11,Georgia Tech,Away,@
Pittsburgh,12,Miami,Home,vs
Purdue,1,Ball State,Home,vs
Purdue,2,Southern Illinois,Home,vs
Purdue,3,USC,Home,vs
Purdue,4,Notre Dame,Away,@
Purdue,5,Illinois,Home,vs
Purdue,6,Minnesota,Away,@
Purdue,7,Northwestern,Away,@
Purdue,8,Rutgers,Home,vs
Purdue,9,Michigan,Away,@
Purdue,10,Ohio State,Home,vs
Purdue,11,Washington,Away,@
Purdue,12,Indiana,Home,vs
Rice,1,Louisiana,Away,@
Rice,2,Houston,Home,vs
Rice,3,Prairie View A&M,Home,vs
Rice,4,Charlotte,Away,@
Rice,5,Navy,Away,@
Rice,6,Florida Atlantic,Home,vs
Rice,7,UTSA,Away,@
Rice,8,UConn,Home,vs
Rice,9,Memphis,Home,vs
Rice,10,UAB,Home,vs
Rice,11,North Texas,Home,vs
Rice,12,South Florida,Away,@
Rutgers,1,Ohio,Home,vs
Rutgers,2,Miami (OH),Home,vs
Rutgers,3,Norfolk State,Home,vs
Rutgers,4,Iowa,Home,vs
Rutgers,5,Minnesota,Away,@
Rutgers,6,Washington,Away,@
Rutgers,7,Oregon,Home,vs
Rutgers,8,Purdue,Away,@
Rutgers,9,Illinois,Away,@
Rutgers,10,Maryland,Home,vs
Rutgers,11,Ohio State,Away,@
Rutgers,12,Penn State,Home,vs
SMU,1,East Texas A&M,Home,vs
SMU,2,Baylor,Home,vs
SMU,3,Missouri State,Away,@
SMU,4,TCU,Away,@
SMU,5,Syracuse,Home,vs
SMU,6,Stanford,Home,vs
SMU,7,Clemson,Away,@
SMU,8,Wake Forest,Away,@
SMU,9,Miami,Home,vs
SMU,10,Boston College,Away,@
SMU,11,Louisville,Home,vs
SMU,12,California,Away,@
Sam Houston,1,Western Kentucky,Away,@
Sam Houston,2,UNLV,Home,vs
Sam Houston,3,Hawai'i,Away,@
Sam Houston,4,Texas,Away,@
Sam Houston,5,New Mexico State,Away,@
Sam Houston,6,Jacksonville State,Home,vs
Sam Houston,7,UTEP,Home,vs
Sam Houston,8,Louisiana Tech,Away,@
Sam Houston,9,Oregon State,Away,@
Sam Houston,10,Delaware,Home,vs
Sam Houston,11,Middle Tennessee,Away,@
Sam Houston,12,Florida International,Home,vs
San Diego State,1,Stony Brook,Home,vs
San Diego State,2,Washington State,Away,@
San Diego State,3,California,Home,vs
San Diego State,4,Northern Illinois,Away,@
San Diego State,5,Colorado State,Home,vs
San Diego State,6,Nevada,Away,@
San Diego State,7,Fresno State,Away,@
San Diego State,8,Wyoming,Home,vs
San Diego State,9,Hawai'i,Away,@
San Diego State,10,Boise State,Home,vs
San Diego State,11,San José State,Home,vs
San Diego State,12,New Mexico,Away,@
San Jose State,1,Central Michigan,Home,vs
San Jose State,2,Texas,Away,@
San Jose State,3,Idaho,Home,vs
San Jose State,4,Stanford,Away,@
San Jose State,5,New Mexico,Home,vs
San Jose State,6,Wyoming,Away,@
San Jose State,7,Utah State,Away,@
San Jose State,8,Hawai'i,Home,vs
San Jose State,9,Air Force,Home,vs
San Jose State,10,Nevada,Away,@
San Jose State,11,San Diego State,Away,@
San Jose State,12,Fresno State,Home,vs
South Alabama,1,Morgan State,Home,vs
South Alabama,2,Tulane,Home,vs
South Alabama,3,Auburn,Away,@
South Alabama,4,Coastal Carolina,Home,vs
South Alabama,5,North Texas,Away,@
South Alabama,6,Troy,Away,@
South Alabama,7,Arkansas State,Home,vs
South Alabama,8,Georgia State,Away,@
South Alabama,9,Louisiana,Home,vs
South Alabama,10,UL Monroe,Away,@
South Alabama,11,Southern Miss,Home,vs
South Alabama,12,Texas State,Away,@
South Carolina,1,Virginia Tech,Home,vs
South Carolina,2,South Carolina State,Home,vs
South Carolina,3,Vanderbilt,Home,vs
South Carolina,4,Missouri,Away,@
South Carolina,5,Kentucky,Home,vs
South Carolina,6,LSU,Away,@
South Carolina,7,Oklahoma,Home,vs
South Carolina,8,Alabama,Home,vs
South Carolina,9,Ole Miss,Away,@
South Carolina,10,Texas A&M,Away,@
South Carolina,11,Coastal Carolina,Home,vs
South Carolina,12,Clemson,Home,vs
South Florida,1,Boise State,Home,vs
South Florida,2,Florida,Away,@
South Florida,3,Miami,Away,@
South Florida,4,South Carolina State,Home,vs
South Florida,5,Charlotte,Home,vs
South Florida,6,North Texas,Away,@
South Florida,7,Florida Atlantic,Home,vs
South Florida,8,Memphis,Away,@
South Florida,9,UTSA,Home,vs
South Florida,10,Navy,Away,@
South Florida,11,UAB,Away,@
South Florida,12,Rice,Home,vs
Stanford,1,Hawai'i,Away,@
Stanford,2,BYU,Away,@
Stanford,3,Boston College,Home,vs
Stanford,4,Virginia,Away,@
Stanford,5,San José State,Home,vs
Stanford,6,SMU,Away,@
Stanford,7,Florida State,Home,vs
Stanford,8,Miami,Away,@
Stanford,9,Pittsburgh,Home,vs
Stanford,10,North Carolina,Away,@
Stanford,11,California,Home,vs
Stanford,12,Notre Dame,Home,vs
Syracuse,1,Tennessee,Home,vs
Syracuse,2,UConn,Home,vs
Syracuse,3,Colgate,Home,vs
Syracuse,4,Clemson,Away,@
Syracuse,5,Duke,Home,vs
Syracuse,6,SMU,Away,@
Syracuse,7,Pittsburgh,Home,vs
Syracuse,8,Georgia Tech,Away,@
Syracuse,9,North Carolina,Home,vs
Syracuse,10,Miami,Away,@
Syracuse,11,Notre Dame,Away,@
Syracuse,12,Boston College,Home,vs
TCU,1,North Carolina,Away,@
TCU,2,Abilene Christian,Home,vs
TCU,3,SMU,Home,vs
TCU,4,Arizona State,Away,@
TCU,5,Colorado,Home,vs
TCU,6,Kansas State,Away,@
TCU,7,Baylor,Home,vs
TCU,8,West Virginia,Away,@
TCU,9,Iowa State,Home,vs
TCU,10,BYU,Away,@
TCU,11,Houston,Away,@
TCU,12,Cincinnati,Home,vs
Temple,1,Massachusetts,Away,@
Temple,2,Howard,Home,vs
Temple,3,Oklahoma,Home,vs
Temple,4,Georgia Tech,Away,@
Temple,5,UTSA,Home,vs
Temple,6,Navy,Home,vs
Temple,7,Charlotte,Away,@
Temple,8,Tulsa,Away,@
Temple,9,East Carolina,Home,vs
Temple,10,Army,Away,@
Temple,11,Tulane,Home,vs
Temple,12,North Texas,Away,@
Tennessee,1,Syracuse,Home,vs
Tennessee,2,East Tennessee State,Home,vs
Tennessee,3,Georgia,Home,vs
Tennessee,4,UAB,Home,vs
Tennessee,5,Mississippi State,Away,@
Tennessee,6,Arkansas,Home,vs
Tennessee,7,Alabama,Away,@
Tennessee,8,Kentucky,Away,@
Tennessee,9,Oklahoma,Home,vs
Tennessee,10,New Mexico State,Home,vs
Tennessee,11,Florida,Away,@
Tennessee,12,Vanderbilt,Home,vs
Texas,1,Ohio State,Away,@
Texas,2,San José State,Home,vs
Texas,3,UTEP,Home,vs
Texas,4,Sam Houston,Home,vs
Texas,5,Florida,Away,@
Texas,6,Oklahoma,Home,vs
Texas,7,Kentucky,Away,@
Texas,8,Mississippi State,Away,@
Texas,9,Vanderbilt,Home,vs
Texas,10,Georgia,Away,@
Texas,11,Arkansas,Home,vs
Texas,12,Texas A&M,Home,vs
Texas A&M,1,UTSA,Home,vs
Texas A&M,2,Utah State,Home,vs
Texas A&M,3,Notre Dame,Away,@
Texas A&M,4,Auburn,Home,vs
Texas A&M,5,Mississippi State,Home,vs
Texas A&M,6,Florida,Home,vs
Texas A&M,7,Arkansas,Away,@
Texas A&M,8,LSU,Away,@
Texas A&M,9,Missouri,Away,@
Texas A&M,10,South Carolina,Home,vs
Texas A&M,11,Samford,Home,vs
Texas A&M,12,Texas,Away,@
Texas State,1,Eastern Michigan,Home,vs
Texas State,2,UTSA,Away,@
Texas State,3,Arizona State,Away,@
Texas State,4,Nicholls,Home,vs
Texas State,5,Arkansas State,Away,@
Texas State,6,Troy,Home,vs
Texas State,7,Marshall,Away,@
Texas State,8,James Madison,Home,vs
Texas State,9,Louisiana,Away,@
Texas State,10,Southern Miss,Away,@
Texas State,11,UL Monroe,Home,vs
Texas State,12,South Alabama,Home,vs
Texas Tech,1,Arkansas-Pine Bluff,Home,vs
Texas Tech,2,Kent State,Home,vs
Texas Tech,3,Oregon State,Home,vs
Texas Tech,4,Utah,Away,@
Texas Tech,5,Houston,Away,@
Texas Tech,6,Kansas,Home,vs
Texas Tech,7,Arizona State,Away,@
Texas Tech,8,Oklahoma State,Home,vs
Texas Tech,9,Kansas State,Away,@
Texas Tech,10,BYU,Home,vs
Texas Tech,11,UCF,Home,vs
Texas Tech,12,West Virginia,Away,@
Toledo,1,Kentucky,Away,@
Toledo,2,Western Kentucky,Home,vs
Toledo,3,Morgan State,Home,vs
Toledo,4,Western Michigan,Away,@
Toledo,5,Akron,Home,vs
Toledo,6,Bowling Green,Away,@
Toledo,7,Kent State,Home,vs
Toledo,8,Washington State,Away,@
Toledo,9,Northern Illinois,Home,vs
Toledo,10,Miami (OH),Away,@
Toledo,11,Ball State,Home,vs
Toledo,12,Central Michigan,Away,@
Troy,1,Nicholls,Home,vs
Troy,2,Clemson,Away,@
Troy,3,Memphis,Home,vs
Troy,4,Buffalo,Away,@
Troy,5,South Alabama,Home,vs
Troy,6,Texas State,Away,@
Troy,7,UL Monroe,Away,@
Troy,8,Louisiana,Home,vs
Troy,9,Arkansas State,Home,vs
Troy,10,Old Dominion,Away,@
Troy,11,Georgia State,Home,vs
Troy,12,Southern Miss,Away,@
Tulane,1,Northwestern,Home,vs
Tulane,2,South Alabama,Away,@
Tulane,3,Duke,Home,vs
Tulane,4,Ole Miss,Away,@
Tulane,5,Tulsa,Away,@
Tulane,6,East Carolina,Home,vs
Tulane,7,Army,Home,vs
Tulane,8,UTSA,Away,@
Tulane,9,Memphis,Away,@
Tulane,10,Florida Atlantic,Home,vs
Tulane,11,Temple,Away,@
Tulane,12,Charlotte,Home,vs
Tulsa,1,Abilene Christian,Home,vs
Tulsa,2,New Mexico State,Away,@
Tulsa,3,Navy,Home,vs
Tulsa,4,Oklahoma State,Away,@
Tulsa,5,Tulane,Home,vs
Tulsa,6,Memphis,Away,@
Tulsa,7,East Carolina,Away,@
Tulsa,8,Temple,Home,vs
Tulsa,9,Florida Atlantic,Away,@
Tulsa,10,Oregon State,Home,vs
Tulsa,11,Army,Away,@
Tulsa,12,UAB,Home,vs
UAB,1,Alabama State,Home,vs
UAB,2,Navy,Away,@
UAB,3,Akron,Home,vs
UAB,4,Tennessee,Away,@
UAB,5,Army,Home,vs
UAB,6,Florida Atlantic,Away,@
UAB,7,Memphis,Home,vs
UAB,8,UConn,Away,@
UAB,9,Rice,Away,@
UAB,10,North Texas,Home,vs
UAB,11,South Florida,Home,vs
UAB,12,Tulsa,Away,@
UCF,1,Jacksonville State,Home,vs
UCF,2,North Carolina A&T,Home,vs
UCF,3,North Carolina,Home,vs
UCF,4,Kansas State,Away,@
UCF,5,Kansas,Home,vs
UCF,6,Cincinnati,Away,@
UCF,7,West Virginia,Home,vs
UCF,8,Baylor,Away,@
UCF,9,Houston,Home,vs
UCF,10,Texas Tech,Away,@
UCF,11,Oklahoma State,Home,vs
UCF,12,BYU,Away,@
UCLA,1,Utah,Home,vs
UCLA,2,UNLV,Away,@
UCLA,3,New Mexico,Home,vs
UCLA,4,Northwestern,Away,@
UCLA,5,Penn State,Home,vs
UCLA,6,Michigan State,Away,@
UCLA,7,Maryland,Home,vs
UCLA,8,Indiana,Away,@
UCLA,9,Nebraska,Home,vs
UCLA,10,Ohio State,Away,@
UCLA,11,Washington,Home,vs
UCLA,12,USC,Away,@
UConn,1,Central Connecticut,Home,vs
UConn,2,Syracuse,Away,@
UConn,3,Delaware,Away,@
UConn,4,Ball State,Home,vs
UConn,5,Buffalo,Away,@
UConn,6,Florida International,Home,vs
UConn,7,Boston College,Away,@
UConn,8,Rice,Away,@
UConn,9,UAB,Home,vs
UConn,10,Duke,Home,vs
UConn,11,Air Force,Home,vs
UConn,12,Florida Atlantic,Away,@
UMass,1,Temple,Home,vs
UMass,2,Bryant,Home,vs
UMass,3,Iowa,Away,@
UMass,4,Missouri,Away,@
UMass,5,Western Michigan,Home,vs
UMass,6,Kent State,Away,@
UMass,7,Buffalo,Home,vs
UMass,8,Central Michigan,Away,@
UMass,9,Akron,Away,@
UMass,10,Northern Illinois,Home,vs
UMass,11,Ohio,Away,@
UMass,12,Bowling Green,Home,vs
UNLV,1,Idaho State,Home,vs
UNLV,2,Sam Houston,Away,@
UNLV,3,UCLA,Home,vs
UNLV,4,Miami (OH),Away,@
UNLV,5,Wyoming,Away,@
UNLV,6,Air Force,Home,vs
UNLV,7,Boise State,Away,@
UNLV,8,New Mexico,Home,vs
UNLV,9,Colorado State,Away,@
UNLV,10,Utah State,Home,vs
UNLV,11,Hawai'i,Home,vs
UNLV,12,Nevada,Away,@
USC,1,Missouri State,Home,vs
USC,2,Georgia Southern,Home,vs
USC,3,Purdue,Away,@
USC,4,Michigan State,Home,vs
USC,5,Illinois,Away,@
USC,6,Michigan,Home,vs
USC,7,Notre Dame,Away,@
USC,8,Nebraska,Away,@
USC,9,Northwestern,Home,vs
USC,10,Iowa,Home,vs
USC,11,Oregon,Away,@
USC,12,UCLA,Home,vs
UTEP,1,Utah State,Away,@
UTEP,2,UT Martin,Home,vs
UTEP,3,Texas,Away,@
UTEP,4,UL Monroe,Home,vs
UTEP,5,Louisiana Tech,Home,vs
UTEP,6,Liberty,Home,vs
UTEP,7,Sam Houston,Away,@
UTEP,8,Kennesaw State,Away,@
UTEP,9,Jacksonville State,Home,vs
UTEP,10,Missouri State,Away,@
UTEP,11,New Mexico State,Home,vs
UTEP,12,Delaware,Away,@
UTSA,1,Texas A&M,Away,@
UTSA,2,Texas State,Home,vs
UTSA,3,Incarnate Word,Home,vs
UTSA,4,Colorado State,Away,@
UTSA,5,Temple,Away,@
UTSA,6,Rice,Home,vs
UTSA,7,North Texas,Away,@
UTSA,8,Tulane,Home,vs
UTSA,9,South Florida,Away,@
UTSA,10,Charlotte,Away,@
UTSA,11,East Carolina,Home,vs
UTSA,12,Army,Home,vs
Utah,1,UCLA,Away,@
Utah,2,Cal Poly,Home,vs
Utah,3,Wyoming,Away,@
Utah,4,Texas Tech,Home,vs
Utah,5,West Virginia,Away,@
Utah,6,Arizona State,Home,vs
Utah,7,BYU,Away,@
Utah,8,Colorado,Home,vs
Utah,9,Cincinnati,Home,vs
Utah,10,Baylor,Away,@
Utah,11,Kansas State,Home,vs
Utah,12,Kansas,Away,@
Utah State,1,UTEP,Home,vs
Utah State,2,Texas A&M,Away,@
Utah State,3,Air Force,Home,vs
Utah State,4,McNeese,Home,vs
Utah State,5,Vanderbilt,Away,@
Utah State,6,Hawai'i,Away,@
Utah State,7,San José State,Home,vs
Utah State,8,New Mexico,Away,@
Utah State,9,Nevada,Home,vs
Utah State,10,UNLV,Away,@
Utah State,11,Fresno State,Away,@
Utah State,12,Boise State,Home,vs
Vanderbilt,1,Charleston Southern,Home,vs
Vanderbilt,2,Virginia Tech,Away,@
Vanderbilt,3,South Carolina,Away,@
Vanderbilt,4,Georgia State,Home,vs
Vanderbilt,5,Utah State,Home,vs
Vanderbilt,6,Alabama,Away,@
Vanderbilt,7,LSU,Home,vs
Vanderbilt,8,Missouri,Home,vs
Vanderbilt,9,Texas,Away,@
Vanderbilt,10,Auburn,Home,vs
Vanderbilt,11,Kentucky,Home,vs
Vanderbilt,12,Tennessee,Away,@
Virginia,1,Coastal Carolina,Home,vs
Virginia,2,NC State,Away,@
Virginia,3,William & Mary,Home,vs
Virginia,4,Stanford,Home,vs
Virginia,5,Florida State,Home,vs
Virginia,6,Louisville,Away,@
Virginia,7,Washington State,Home,vs
Virginia,8,North Carolina,Away,@
Virginia,9,California,Away,@
Virginia,10,Wake Forest,Home,vs
Virginia,11,Duke,Away,@
Virginia,12,Virginia Tech,Home,vs
Virginia Tech,1,South Carolina,Home,vs
Virginia Tech,2,Vanderbilt,Home,vs
Virginia Tech,3,Old Dominion,Home,vs
Virginia Tech,4,Wofford,Home,vs
Virginia Tech,5,NC State,Away,@
Virginia Tech,6,Wake Forest,Home,vs
Virginia Tech,7,Georgia Tech,Away,@
Virginia Tech,8,California,Home,vs
Virginia Tech,9,Louisville,Home,vs
Virginia Tech,10,Florida State,Away,@
